CII_Path,CII_Card,EN_ID,EN_Level,EN_Card,EN_BT,EN_Desc,EN_DT
/rsm:CrossIndustryInvoice/rsm:SupplyChainTradeTransaction/ram:ApplicableHeaderTradeDelivery/ram:DespatchAdviceReferencedDocument/ram:IssuerAssignedID,0..1,BT-16,1,0..1,Despatch advice reference,An identifier of a referenced despatch advice.,0
/rsm:CrossIndustryInvoice/rsm:SupplyChainTradeTransaction/ram:ApplicableHeaderTradeDelivery/ram:ReceivingAdviceReferencedDocument,0..1,,,,,,
/rsm:CrossIndustryInvoice/rsm:SupplyChainTradeTransaction/ram:ApplicableHeaderTradeDelivery/ram:ReceivingAdviceReferencedDocument/ram:IssuerAssignedID,0..1,BT-15,1,0..1,Receiving advice reference,An identifier of a referenced receiving advice.,0
/rsm:CrossIndustryInvoice/rsm:SupplyChainTradeTransaction/ram:ApplicableHeaderTradeSettlement,1..1,BG-19,2,0..1,DIRECT DEBIT,A group of business terms to specify a direct debit.,
/rsm:CrossIndustryInvoice/rsm:SupplyChainTradeTransaction/ram:ApplicableHeaderTradeSettlement/ram:CreditorReferenceID,0..1,BT-90,3,0..1,Bank assigned creditor identifier,Unique banking reference identifier of the Payee or Seller assigned by the Payee or Seller bank.,I
/rsm:CrossIndustryInvoice/rsm:SupplyChainTradeTransaction/ram:ApplicableHeaderTradeSettlement/ram:PaymentReference,0..n,BT-83,2,0..1,Remittance information,"A textual value used to establish a link between the payment and the Invoice, issued by the Seller.",T
/rsm:CrossIndustryInvoice/rsm:SupplyChainTradeTransaction/ram:ApplicableHeaderTradeSettlement/ram:TaxCurrencyCode,0..1,BT-6,1,0..1,VAT accounting currency code,The currency used for VAT accounting and reporting purposes as accepted or required in the country of the Seller.,C
/rsm:CrossIndustryInvoice/rsm:SupplyChainTradeTransaction/ram:ApplicableHeaderTradeSettlement/ram:InvoiceCurrencyCode,0..1,BT-5,1,1..1,Invoice currency code,"The currency in which all Invoice amounts are given, except for the Total VAT amount in accounting currency.",C
/rsm:CrossIndustryInvoice/rsm:SupplyChainTradeTransaction/ram:ApplicableHeaderTradeSettlement/ram:PayeeTradeParty,0..1,BG-10,1,0..1,PAYEE,"A group of business terms providing information about the Payee, i.e. the role that receives the payment.",
/rsm:CrossIndustryInvoice/rsm:SupplyChainTradeTransaction/ram:ApplicableHeaderTradeSettlement/ram:PayeeTradeParty/ram:ID,0..n,BT-60,2,0..1,Payee identifier,An identifier the Payee.,
/rsm:CrossIndustryInvoice/rsm:SupplyChainTradeTransaction/ram:ApplicableHeaderTradeSettlement/ram:PayeeTradeParty/ram:GlobalID,0..n,BT-60,2,0..1,Payee identifier,An identifier the Payee.,I
/rsm:CrossIndustryInvoice/rsm:SupplyChainTradeTransaction/ram:ApplicableHeaderTradeSettlement/ram:PayeeTradeParty/ram:GlobalID/@schemeID,,BT-601,3,0..1,Payee identifier identificat ion scheme identifier,The identification scheme identifier of the Payee identifier.,S
/rsm:CrossIndustryInvoice/rsm:SupplyChainTradeTransaction/ram:ApplicableHeaderTradeSettlement/ram:PayeeTradeParty/ram:Name,0..1,BT-59,2,1..1,Payee name,The name Payee.,T
/rsm:CrossIndustryInvoice/rsm:SupplyChainTradeTransaction/ram:ApplicableHeaderTradeSettlement/ram:PayeeTradeParty/ram:SpecifiedLegalOrganization,0..1,,,,,,
/rsm:CrossIndustryInvoice/rsm:SupplyChainTradeTransaction/ram:ApplicableHeaderTradeSettlement/ram:PayeeTradeParty/ram:SpecifiedLegalOrganization/ram:ID,0..1,BT-61,2,0..1,Payee legal registration identifier,An identifier issued by an official registrar that identifies the Payee as a legal entity or person.,I
/rsm:CrossIndustryInvoice/rsm:SupplyChainTradeTransaction/ram:ApplicableHeaderTradeSettlement/ram:PayeeTradeParty/ram:SpecifiedLegalOrganization/ram:ID/@schemeID,,BT-611,3,0..1,Payee legal registration identifier identification  scheme identifier,The identification scheme identifier of the Payee legal registration identifier.,S
/rsm:CrossIndustryInvoice/rsm:SupplyChainTradeTransaction/ram:ApplicableHeaderTradeSettlement/ram:SpecifiedTradeSettlementPaymentMeans,0..n,BG-16,1,0..1,PAYMENT INSTRUCTIONS,A group of business terms providing information about the payment.,
/rsm:CrossIndustryInvoice/rsm:SupplyChainTradeTransaction/ram:ApplicableHeaderTradeSettlement/ram:SpecifiedTradeSettlementPaymentMeans/ram:TypeCode,0..1,BT-81,2,1..1,Payment means type code,"The means, expressed as code, for how a payment is expected to be or has been settled.",C
/rsm:CrossIndustryInvoice/rsm:SupplyChainTradeTransaction/ram:ApplicableHeaderTradeSettlement/ram:SpecifiedTradeSettlementPaymentMeans/ram:Information,0..n,BT-82,2,0..1,Payment means text,"The means, expressed as text, for how a payment is expected to be or has been settled.",T
/rsm:CrossIndustryInvoice/rsm:SupplyChainTradeTransaction/ram:ApplicableHeaderTradeSettlement/ram:SpecifiedTradeSettlementPaymentMeans/ram:ApplicableTradeSettlementFinancialCard,0..1,BG-18,2,0..1,PAYMENT CARD INFORMATION,A group of business terms providing information about card used for payment contemporaneous with invoice issuance.,
/rsm:CrossIndustryInvoice/rsm:SupplyChainTradeTransaction/ram:ApplicableHeaderTradeSettlement/ram:SpecifiedTradeSettlementPaymentMeans/ram:ApplicableTradeSettlementFinancialCard/ram:ID,0..1,BT-87,3,1..1,Payment card primary account number,The Primary Account Number (PAN) of the card used for payment.,T
/rsm:CrossIndustryInvoice/rsm:SupplyChainTradeTransaction/ram:ApplicableHeaderTradeSettlement/ram:SpecifiedTradeSettlementPaymentMeans/ram:ApplicableTradeSettlementFinancialCard/ram:CardholderName,0..1,BT-88,3,0..1,Payment card holder name,The name of the payment card holder.,T
/rsm:CrossIndustryInvoice/rsm:SupplyChainTradeTransaction/ram:ApplicableHeaderTradeSettlement/ram:SpecifiedTradeSettlementPaymentMeans/ram:PayerPartyDebtorFinancialAccount,0..1,,,,,,
/rsm:CrossIndustryInvoice/rsm:SupplyChainTradeTransaction/ram:ApplicableHeaderTradeSettlement/ram:SpecifiedTradeSettlementPaymentMeans/ram:PayerPartyDebtorFinancialAccount/ram:IBANID,0..1,BT-91,3,0..1,Debited account identifier,The account to be debited by the direct debit.,I
/rsm:CrossIndustryInvoice/rsm:SupplyChainTradeTransaction/ram:ApplicableHeaderTradeSettlement/ram:SpecifiedTradeSettlementPaymentMeans/ram:PayeePartyCreditorFinancialAccount,0..1,BG-17,2,0..n,CREDIT TRANSFER,A group of business terms to specify credit transfer payments.,
/rsm:CrossIndustryInvoice/rsm:SupplyChainTradeTransaction/ram:ApplicableHeaderTradeSettlement/ram:SpecifiedTradeSettlementPaymentMeans/ram:PayeePartyCreditorFinancialAccount/ram:IBANID,0..1,BT-84,3,1..1,Payment account identifier,"A unique identifier of the financial payment account, at a payment service provider, to which payment should be made.",I
/rsm:CrossIndustryInvoice/rsm:SupplyChainTradeTransaction/ram:ApplicableHeaderTradeSettlement/ram:SpecifIedTradeSettlementPaymentMeans/ram:PayeePartyCreditorFinancialAccount/ramiAccountName,0..1,BT-85,3,0..1,Payment account name,"The name of the payment account, at a payment service provider, to which payment should be made.",T
/rsm:CrossIndustryInvoice/rsm:SupplyChainTradeTransaction/ram:ApplicableHeaderTradeSettlement/ram:SpecifiedTradeSettlementPaymentMeans/ram:PayeePartyCreditorFinancialAccount/ram:ProprietaryID,0..1,BT-84,3,1..1,Payment account identifier,"A unique identifier of the financial payment account, at a payment service provider, to which payment should be made.   ",I
/rsm:CrossIndustryInvoice/rsm:SupplyChainTradeTransaction/ram:ApplicableHeaderTradeSettlement/ram:SpecifiedTradeSettlementPaymentMeans/ram:PayerSpecifiedDebtorFinanciallnstitution,0..1,,,,,,
/rsm:CrossIndustryInvoice/rsm:SupplyChainTradeTransaction/ram:ApplicableHeaderTradeSettlement/ram:SpecifiedTradeSettlementPaymentMeans/ram:PayerSpecifiedDebtorFinancialInstitution/ram:BICID,0..1,BT-86,3,0..1,Payment service provider identifier,An identifier for the payment service provider where a payment account is located.,I
/rsm:CrossIndustryInvoice/rsm:SupplyChainTradeTransaction/ram:ApplicableHeaderTradeSettlement/ram:SpecifiedTradeSettlementPaymentMeans/ram:PayeeSpecifiedCreditorFinanciallnstitution,0..1,,,,,,
/rsm:CrossIndustryInvoice/rsm:SupplyChainTradeTransaction/ram:ApplicableHeaderTradeSettlement/ram:SpecifiedTradeSettlementPaymentMeans/ram:PayeeSpecifiedCreditorFinancialInstitution/ram:BICID,0..1,BT-86,3,0..1,Payment service provider identifier,An identifier for the payment service provider where a payment account is located.,I
/rsm:CrossIndustryInvoice/rsm:SupplyChainTradeTransaction/ram:ApplicableHeaderTradeSettlement/ram:ApplicableTradeTax,0..n,BG-23,1,l..n,VAT BREAKDOWN,"A group of business terms providing information about VAT breakdown by different categories, rates and exemption reasons",
/rsm:CrossIndustryInvoice/rsm:SupplyChainTradeTransaction/ram:ApplicableHeaderTradeSettlement/ram:ApplicableTradeTax/ram:CalculatedAmount,0..n,BT-117,2,1..1,VAT category tax amount,The total VAT amount for a given VAT category.,A
/rsm:CrossIndustryInvoice/rsm:SuppIyChainTradeTransaction/ram:ApplicableHeaderTradeSettlement/ram:ApplicableTradeTax/ram:TypeCode,0..1,BT-118,2,1..1,VAT category code,Coded identification of a VAT category.,C
/rsm:CrossIndustryInvoice/rsm:SupplyChainTradeTransaction/ram:ApplicableHeaderTradeSettlement/ram:ApplicableTradeTax/ram:ExemptionReason,0..1,BT-120,2,0..1,VAT exemption reason text,A textual statement of the reason why the amount is exempted from VAT or why no VAT is being charged,T
/rsm:CrossIndustryInvoice/rsm:SupplyChainTradeTransaction/ram:ApplicableHeaderTradeSettlement/ram:ApplicableTradeTax/ram:BasisAmount,0..n,BT-116,2,1..1,VAT category taxable amount,Sum of all taxable amounts subject to a specific VAT category code and VAT category rate (if the VAT category rate is applicable).,A
/rsm:CrossIndustryInvoice/rsm:SuppIyChainTradeTransaction/ram:ApplicableHeaderTradeSettlement/ram:ApplicableTradeTax/ram:CategoryCode,0..1,BT-118,2,1..1,VAT category code,Coded identification of a VAT category.,C
/rsm:CrossIndustryInvoice/rsm:SupplyChainTradeTransaction/ram:ApplicableHeaderTradeSettlement/ram:ApplicableTradeTax/ram:ExemptionReasonCode,0..1,BT-121,2,0..1,VAT exemptio n reason code,A coded statement of the reason for why the amount is exempted from VAT.,C
/rsm:CrossIndustryInvoice/rsm:SupplyChainTradeTransaction/ram:ApplicableHeaderTradeSettlement/ram:ApplicableTradeTax/ram:TaxPointDate,0..1,,,,,,
/rsm:CrossIndustryInvoice/rsm:SupplyChainTradeTransaction/ram:ApplicableHeaderTradeSettlement/ram:ApplicableTradeTax/ram:TaxPointDate/udt:DateString,1..1,BT-7,1,0..1,Value added tax point date,"The date when the VAT becomes accountable for the Seller and for the Buyer in so far as that date can be determined and differs from the date of issue of the invoice, according to the VAT directive…",D
/rsm:CrossIndustryInvoice/rsm:SupplyChainTradeTransaction/ram:ApplicableHeaderTradeSettlement/ram:ApplicableTradeTax/ram:TaxPointDate/udt:DateString/@format,,BT-7,1,0..1,Value added tax point date,"The date when the VAT becomes accountable for the Seller and for the Buyer in so far as that date can be determined and differs from the date of issue of the invoice, according to the VAT directive..",D
/rsm:CrossIndustryInvoice/rsm:SupplyChainTradeTransaction/ram:ApplicableHeaderTradeSettlement/ram:ApplicableTradeTax/ram:DueDateTypeCode,0..1,BT-8,1,0..1,Value added tax point date code,The code of the date when the VAT becomes accountable for the Seller and for the Buyer.   ,C
/rsm:CrossIndustryInvoice/rsm:SupplyChainTradeTransaction/ram:ApplicableHeaderTradeSettlement/ram:ApplicableTradeTax/ram:RateApplicablePercent,0..1,BT-119,2,0..1,VAT category rate,"The VAT rate, represented as percentage that applies for the relevant VAT category.",P
/rsm:CrossIndustiyInvoice/rsm:SupplyChainTradeTransaction/ram:ApplicableHeaderTradeSettlement/ram:BillingSpecifiedPeriod,0..1,BG-14,2,0..1,DELIVERY OR INVOICE PERIOD,A group of business terms providing information on the invoice period.,
/rsm:CrossIndustryInvoice/rsm:SupplyChainTradeTransaction/ram:ApplicableHeaderTradeSettlement/ram:BillingSpecifiedPeriod/ram:StartDateTime,0..1,,,,,,
/rsm:CrossIndustryInvoice/rsm:SupplyChainTradeTransaction/ram:ApplicableHeaderTradeSettlement/ram:BillingSpecifiedPeriod/ram:StartDateTime/udt:DateTimeString,1..1,BT-73,3,0..1,Invoicing period start date,The date when the Invoice period starts.,D
/rsm:CrossIndustryInvoice/rsm:SupplyChainTradeTransaction/ram:ApplicableHeaderTradeSettlement/ram:BillingSpecifiedPeriod/ram:StartDateTime/udt:DateTimeString/@format,,BT-73,3,0..1,Invoicing period start date,The date when the Invoice period starts.,D
/rsm:CrossIndustryInvoice/rsm:SupplyChainTradeTransaction/ram:ApplicableHeaderTradeSettlement/ram:BillingSpecifiedPeriod/ram:EndDateTime,0..1,,,,,,
/rsm:CrossIndustryInvoice/rsm:SupplyChainTradeTransaction/ram:ApplicableHeaderTradeSettlement/ram:BillingSpecifiedPeriod/ram:EndDateTime/udt:DateTimeString,1..1,BT-74,3,0..1,Invoicing period end date,The date when the Invoice period ends.,D
/rsm:CrossIndustryInvoice/rsm:SupplyChainTradeTransaction/ram:ApplicableHeaderTradeSettlement/ram:BillingSpecifiedPeriod/ram:EndDateTime/udt:DateTimeString/@format,,BT-74,3,0..1,Invoicing period end date,The date when the Invoice period ends.,D
/rsm:CrossIndustryInvoice/rsm:SupplyChainTradeTransaction/ram:ApplicableHeaderTradeSettlement/ram:SpecifiedTradeAllowanceCharge,0..n,BG-20,1,0..n,DOCUMENT LEVEL ALLOWA NCES,A group of business terms providing information about allowances applicable to the Invoice as a whole.,
/rsm:CrossIndustryInvoice/rsm:SupplyChainTradeTransaction/ram:ApplicableHeaderTradeSettlement/ram:SpecifiedTradeAIlowanceCharge,0..n,BG-21,1,0..n,DOCUMENT LEVEL CHARGES,"A group of business terms providing information about charges and taxes other than VAT, applicable to the Invoice as a whole.",
/rsm:CrossIndustryInvoice/rsm:SupplyChainTradeTransaction/ram:ApplicableHeaderTradeSettlement/ram:SpecifiedTradeAllowanceCharge/ram:ChargeIndicator,0..1,,,,,,
/rsm:CrossIndustryInvoice/rsm:SupplyChainTradeTransaction/ram:ApplicableHeaderTradeSettlement/ram:SpecifiedTradeAllowanceCharge/ram:ChargeIndicator/udt:Indicator,1..1,,,,,,
/rsm:CrossIndustryInvoice/rsm:SupplyChainTradeTransaction/ram:ApplicableHeaderTradeSettlement/ram:SpecifiedTradeAllowanceCharge/ram:CalculationPercent,0..1,BT-94,2,0..1,Document level allowance percentag e,"The percentage that may be used, in conjunction with the document level allowance base amount, to calculate the document level allowance amount.",P
/rsm:CrossIndustryInvoice/rsm:SupplyChainTradeTransaction/ram:ApplicableHeaderTradeSettlement/ram:SpecifiedTradeAllowanceCharge/ram:CalculationPercent,0..1,BT-101,2,0..1,Document level charge percentag e,"The percentage that may be used, in conjunction with the document level charge base amount, to calculate the document level charge amount.",P
/rsm:CrossIndustrylnvoice/rsm:SupplyChainTradeTransaction/ram:ApplicableHeaderTradeSettlement/ram:SpecifiedTradeAllowanceCharge/ram:BasisAmount,0..1,BT-93,2,0..1,Document level allowance base amount,"The base amount that may be used, in conjunction with the document level allowance percentage, to calculate the document level allowance amount.",A
/rsm:CrossIndustryInvoice/rsm:SupplyChainTradeTransaction/ram:ApplicableHeaderTradeSettlement/rarn:SpecifiedTradeAllowanceCharge/ram:BasisAmount,0..1,BT-100,2,0..1,Document level charge base amount,"The base amount that may be used, in conjunction with the document level charge percentage, to calculate the document level charge amount.",A
/rsm:CrossIndustryInvoice/rsm:SupplyChainTradeTransaction/ram:ApplicableHeaderTradeSettlement/ram:SpecifiedTradeAllowanceCharge/ram:ActualAmount,0..n,BT-92,2,1..1,Document level allowance amount,"The amount of an allowance, without VAT.",A
/rsm:CrossIndustryInvoice/rsm:SupplyChainTradeTransaction/ram:AppIicableHeaderTradeSettlement/ram:SpecifiedTradeAllowanceCharge/ram:ActualAmount,0..n,BT-99,2,1..1,Document level charge amount,"The amount of a charge, without VAT.",A
/rsm:CrossIndustryInvoice/rsm:SupplyChainTradeTransaction/ram:ApplicableHeaderTradeSettlement/ram:SpecifiedTradeAllowanceCharge/ram:ReasonCode,0..1,BT-98,2,0..1,Document level allowance reason code Document level allowance reason code,"The reason for the document level allowance, expressed as a code. The reason for the document level allowance, expressed as a code.",C
/rsm:CrossIndustryInvoice/rsm:SupplyChainTradeTransaction/ram:ApplicableHeaderTradeSettlement/ram:SpecifiedTradeAllowanceCharge/ram:ReasonCode,0..1,BT-105,2,0..1,Document level charge reason code,"The reason for the document level charge, expressed as a code.",C
/rsm:CrossIndustryInvoice/rsm:SupplyChainTradeTransaction/ram:ApplicableHeadeiTradeSettlement/ram:SpecifiedTradeAllowanceCharge/ram:Reason,0..1,BT-97,2,0..1,Document level allowance reason,"The reason for the document level allowance, expressed as text.",T
/rsm:CrossIndustryInvoice/rsm:SupplyChainTradeTransaction/ram:ApplicableHeaderTradeSettlement/ram:SpecifiedTradeAllowanceCharge/ram:Reason,0..1,BT-104,2,0..1,Document level charge reason,"The reason for the document level charge, expressed as text.",T
/rsm:CrossIndustryInvoice/rsm:SupplyChainTradeTransaction/ram:ApplicableHeaderTradeSettlement/ram:SpecifiedTradeAllowanceCharge/ram:CategoryTradeTax,0..n,,,,,,
/rsm:CrossIndustryInvoice/rsm:SupplyChainTradeTransaction/ram:ApplicableHeaderTradeSettlement/ram:SpecifiedTradeAllowanceCharge/ram:CategoryTradeTax/ram:TypeCode,0..1,BT-95,2,1..1,Document level allowance VAT category code,A coded identification of what VAT category applies to the document level allowance.,C
/rsm:CrossIndustryInvoice/rsm:SupplyChainTradeTransaction/ram:ApplicableHeaderTradeSettlement/ram:SpecifiedTradeAllowanceCharge/ram:CategoryTradeTax/ram:TypeCode,0..1,BT-102,2,1..1,Document level charge VAT category code,A coded identification of what VAT category applies to the document level charge.,C
/rsm:CrossIndustryInvoice/rsm:SupplyChainTradeTransaction/ram:ApplicableHeaderTradeSettlement/ram:SpecifiedTradeAllowanceCharge/ram:CategoryTradeTax/ram:CategoryCode,0..1,BT-95,2,1..1,Document level allowance VAT category code,A coded identification of what VAT category applies to the document level allowance.,C
/rsm:CrossIndustryInvoice/rsm:SupplyChainTradeTransaction/ram:ApplicableHeaderTradeSettlement/ram:SpecifiedTradeAllowanceCharge/ram:CategoryTradeTax/ram:CategoryCode,0..1,BT-102,2,1..1,Document level charge VAT category code,A coded identification of what VAT category applies to the document level charge.,C
/rsm:CrossIndustryInvoice/rsm:SupplyChainTradeTransaction/ram:ApplicableHeaderTradeSettlement/ram:SpecifiedTradeAllowanceCharge/ram:CategoryTradeTax/ram:RateApplicablePercent,0..1,BT-96,2,0..1,Document level allowance VAT rate,"The VAT rate, represented as percentage that applies to the document level allowance.",P
/rsm:CrossIndustryInvoice/rsm:SupplyChainTradeTransaction/ram:ApplicableHeaderTradeSettlement/ram:SpecifiedTradeAllowanceCharge/ram:CategoryTradeTax/ram:RateApplicablePercent,0..1,BT-103,2,0..1,Document level charge VAT rate,The VAT represented percentage applies to the document level charge.,P
/rsm:CrossIndustryInvoice/rsm:SupplyChainTradeTransaction/ram:ApplicableHeaderTradeSettlement/ram:SperifIedTradePaymentTerms,0..n,,,,,,
/rsm:CrossIndustryInvoice/rsm:SupplyChainTradeTransaction/ram:ApplicableHeaderTradeSettlement/ram:SpecifiedTradePaymentTerms/ram:Description,0..n,BT-20,1,0..1,Payment terms,A textual description of the payment terms that apply to the amount due for payment (Including description of possible penalties).   ,T
/rsm:CrossIndustryInvoice/rsm:SupplyChainTradeTransaction/ram:ApplicableHeaderTradeSettlement/ram:SpecifiedTradePaymentTerms/ram:DueDateDateTime,0..1,,,,,,
/rsm:CrossIndustryInvoice/rsm:SupplyChainTradeTransaction/ram:ApplicableHeaderTradeSettlement/ram:SpecifiedTradePaymentTerms/ram:DueDateDateTime/udt:DateTimeString,1..1,BT-9,1,0..1,Payment due date,The date when the payment is due.,D
/rsm:CrossIndustryInvoice/rsm:SupplyChainTradeTransaction/ram:ApplicableHeaderTradeSettlement/ram:SpecifiedTradePaymentTerms/ram:DueDateDateTime/udt:DateTimeString/@format,,BT-9,1,0..1,Payment due date,The date when the payment is due.,D
/rsm:CrossIndustryInvoice/rsm:SupplyChainTradeTransaction/ram:ApplicableHeaderTradeSettlement/ram:SpecifiedTradePaymentTerms/ram:DirectDebitMandateID,0..n,BT-89,3,0..1,Mandate reference identifier,Unique identifier assigned by the Payee for referencing the direct debit mandate.,I
/rsm:CrossIndustryInvoice/rsm:SupplyChainTradeTransaction/ram:ApplicableHeaderTradeSettlement/ram:SpecifiedTradeSettlementHeaderMonetarySummation,0..1,BG-22,1,1..1,DOCUMENT TOTALS,A group of business terms providing the monetary totals for the Invoice.,
/rsm:CrossIndustryInvoice/rsm:SupplyChainTradeTransaction/ram:ApplicableHeaderTradeSettlement/ram:SpecifiedTradeSettlementHeaderMonetarySummation/ram:LineTotalAmount,0..n,BT-106,2,1..1,Sum of Invoice line net amount,Sum of all Invoice line net amounts in the Invoice.,A
/rsm:CrossIndustryInvoice/rsm:SupplyChainTradeTransaction/ram:ApplicableHeaderTradeSettlement/ram:SpecifiedTradeSettlementHeaderMonetarySummation/ram:ChargeTotalAmount,0..n,BT-108,2,0..1,Sum of charges on document level,Sum of all charges on document level in the Invoice.,A
/rsm:CrossIndustryInvoice/rsm:SupplyChainTradeTransaction/ram:ApplicableHeaderTradeSettlement/ram:SpecifiedTradeSettlementHeaderMonetarySummation/ram:AllowanceTotalAmount,0..n,BT-107,2,0..1,Sum of allowance s on document level,Sum of allowances document level the Invoice.,A
/rsm:CrossIndustryInvoice/rsm:SupplyChainTradeTransaction/ram:ApplicableHeaderTradeSettlement/ram:SpecifiedTradeSettlementHeaderMonetarySummation/ram:TaxBasisTotalAmount,0..n,BT-109,2,1..1,Invoice total amount without VAT,The total amount of the Invoice without VAT.,A
/rsm:CrossIndustryInvoice/rsm:SupplyChainTradeTransaction/ram:ApplicableHeaderTradeSettlement/ramrSpecifiedTradeSettlementHeaderMonetarySummation/ram:TaxTotalAmount,0..n,BT-110,2,0..1,Invoice total VAT amount,The total VAT amount for the Invoice.,A
/rsm:CrossIndustryInvoice/rsm:SupplyChainTradeTransaction/ram:ApplicableHeaderTradeSettlement/ram:SpecifiedTradeSettlementHeaderMonetarySummation/ram:TaxTotalAmount,0..n,BT-111,2,0..1,Invoice total VAT amount in accounting  currency,The VAT total amount expressed in the accounting currency accepted or required in the country of the Seller.,A
/rsm:CrossIndustryInvoice/rsm:SupplyChainTradeTransaction/ram:ApplicableHeaderTradeSettlement/ram:SpecifiedTradeSettlementHeaderMonetarySummation/ram:TaxTotalAmount/@currencyID,,,,,,,
/rsm:CrossIndustryInvoice/rsm:SupplyChainTradeTransaction/ram:ApplicableHeaderTradeSettlement/ram:SpecifiedTradeSettlementHeaderMonetarySummation/ram:TaxTotalAmount/@currencyID,,,,,,,
/rsm:CrossIndustryInvoice/rsm:SupplyChainTradeTransaction/ram:ApplicableHeaderTradeSettlement/ram:SpecifiedTradeSettlementHeaderMonetarySummation/ram:RoundingAmount,0..n,BT-114,2,0..1,Rounding amount,The amount to be added to the invoice total to round the amount to be paid.,A
/rsm:CrossIndustryInvoice/rsm:SupplyChainTradeTransaction/ram:ApplicableHeaderTradeSettlement/ram:SpecifiedTradeSettlementHeaderMonetarySummation/ram:GrandTotalAmount,0..n,BT-112,2,1..1,Invoice total amount with VAT,The total amount of the Invoice with VAT.,A
/rsm:CrossIndustryInvoice/rsm:SupplyChainTradeTransaction/ram:ApplicableHeaderTradeSettlement/ram:SpecifiedTradeSettlementHeaderMonetarySummation/ram:TotalPrepaidAmount,0..n,BT-113,2,0..1,Paid amount,The sum of amounts which have been paid in advance.,A
/rsm:CrossIndustryInvoice/rsm:SupplyChainTradeTransaction/ram:ApplicableHeaderTradeSettlement/ram:SpecifiedTradeSettlementHeaderMonetarySummation/ram:DuePayableAmount,0..n,BT-115,2,1..1,Amount due for payment,The outstanding amount that is requested to be paid.,A
/rsm:CrossIndustryInvoice/rsm:SupplyChainTradeTransaction/ram:ApplicableHeaderTradeSettlement/ram:InvoiceReferencedDocument,0..1,BG-3,1,0..n,PRECEDING INVOICE REFERENCE,A group of business terms providing information on one or more preceding Invoices.,
/rsm:CrossIndustryInvoice/rsm:SupplyChainTradeTransaction/ram:ApplicableHeaderTradeSettlement/ram:InvoiceReferencedDocument/ram:IssuerAssignedID,0..1,BT-25,2,1..1,Preceding Invoice number,The identification of an Invoice that was previously sent by the Seller.,0
/rsm:CrossIndustryInvoice/rsm:SupplyChainTradeTransaction/ram:ApplicableHeaderTradeSettlement/ram:InvoiceReferencedDocument/ram:FormattedIssueDateTime,0..1,,,,,,
/rsm:CrossIndustryInvoice/rsm:SupplyChainTradeTransaction/ram:ApplicableHeaderTradeSettlement/ram:InvoiceReferencedDocument/ram:FormattedIssueDateTime/qdt:DateTimeString,1..1,BT-26,2,0..1,Preceding Invoice issue date,The date when the Preceding Invoice was issued.,D
/rsm:CrossIndustryInvoice/rsm:SupplyChainTradeTransaction/ram:ApplicableHeaderTradeSettlement/ram:InvoiceReferencedDocument/ram:FormattedIssueDateTime/qdt:DateTimeString/@format,,BT-26,2,0..1,Preceding Invoice issue date,The date when the Preceding Invoice was issued.,D
/rsm:CrossIndustryInvoice/rsm:SupplyChainTradeTransaction/ram:ApplicableHeaderTradeSettIement/ram:ReceivableSpecifiedTradeAccountingAccount,0..n,,,,,,
/rsm:CrossIndustryInvoice/rsm:SupplyChainTradeTransaction/ram:ApplicableHeaderTradeSettlement/ram:ReceivableSpecifiedTradeAccountingAccount/ram:ID,1..1,BT-19,1,0..1,Buyer accounting reference,A textual value that specifies where to book the relevant data into the Buyer's financial accounts.,T